"respondent_id","start_date","end_date","which_of_the_following_would","which_of_the_following_would_1","which_of_the_following_would_2","which_of_the_following_would_3","which_of_the_following_would_4","which_of_the_following_would_5","which_of_the_following_would_6","which_of_the_following_would_7","which_of_the_following_would_8","which_of_the_following_would_9","which_of_the_following_would_10","which_of_the_following_would_11","which_of_the_following_would_12","which_of_the_following_would_13","which_of_the_following_would_14","which_of_the_following_would_15","which_of_the_following_would_16","which_of_the_following_would_17","which_of_the_following_would_18","which_of_the_following_would_19","which_of_the_following_would_20","which_of_the_following_would_21","which_of_the_following_would_22","which_of_the_following_would_23","which_of_the_following_would_24","which_of_the_following_would_25","which_of_the_following_would_26","which_of_the_following_would_27","which_of_the_following_would_28","what_percentage_of_your_income","which_best_describes_your","in_your_opinion_do_you_have","what_do_you_currently_pay","how_often_do_you_use_access","zipcode_your_current_creative","how_do_your_monthly_payments","what_is_the_minimum_square","what_is_the_maximum_price","of_the_following_workspace","of_the_following_workspace_1","of_the_following_workspace_2","of_the_following_workspace_3","of_the_following_workspace_4","of_the_following_workspace_5","of_the_following_workspace_6","of_the_following_workspace_7","which_of_the_following_would_29","which_of_the_following_would_30","which_of_the_following_would_31","which_of_the_following_would_32","which_of_the_following_would_33","which_of_the_following_would_34","which_of_the_following_would_35","which_of_the_following_would_36","which_of_the_following_would_37","which_of_the_following_would_38","which_of_the_following_would_39","which_of_the_following_would_40","which_of_the_following_would_41","which_of_the_following_would_42","which_of_the_following_would_43","which_of_the_following_would_44","which_of_the_following_would_45","which_of_the_following_would_46","which_of_the_following_would_47","which_of_the_following_would_48","which_of_the_following_would_49","which_of_the_following_would_50","which_of_the_following_would_51","which_of_the_following_would_52","which_of_the_following_would_53","which_of_the_following_would_54","which_of_the_following_would_55","which_of_the_following_would_56","which_of_the_following_would_57","which_of_the_following_would_58","which_of_the_following_would_59","which_of_the_following_would_60","which_of_the_following_would_61","which_of_the_following_would_62","which_of_the_following_would_63","which_of_the_following_would_64","which_of_the_following_would_65","which_of_the_following_would_66","which_of_the_following_would_67","please_write_your_top_3_zip","please_write_your_top_3_zip_1","please_write_your_top_3_zip_2","have_space_related_issues","have_space_related_issues_1","have_space_related_issues_2","have_space_related_issues_3","have_space_related_issues_4","have_space_related_issues_5","have_space_related_issues_6","have_space_related_issues_7","have_space_related_issues_8","have_space_related_issues_9","have_space_related_issues_10","which_of_the_following_city","which_of_the_following_city_1","are_you_currently_a_city","how_did_you_find_out_about","how_did_you_find_out_about_1"
"10106904810","2018-07-11T13:06:52.000","2018-07-11T13:17:10.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,"Photography",,,,,,,,,"5","I RENT studio or other work space separate from my home","No","$150- $300","Monthly, a few days/hours a month","78757","Stayed the same",,,,,,,,,,"gallery, display for possible sales are most important for me","Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)",,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront","Classroom, teaching space",,,"Running Water",,,"Serving Alcohol",,,,,,,,"Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,,,,"Wheelchair accessibility",,,,,,"78745","78704","78735",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,,"Stopped you from expanding your operations",,"I love the communal gallery space I'm at now, but due to lack of funds, it's only open to the public for two days a week, and has minimal traffic, not the best location, but it's all I can afford right now and the paintings won't sell sitting in my living room studio, which is where I work.","I do not utilize any of the above City services",,,"Saw it posted on Facebook",
"10106895639","2018-07-11T13:01:23.000","2018-07-11T13:08:17.000",,,,"Comedy or Improv",,,,,,,"Graphic Design",,,,,,"Music/Music Composition",,"Painting, Illustration",,,,,"Sculpture",,,,,,"10","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","78758","Increased by 6-10%",,,,,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)","Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet","Exhibition, Gallery Space, more than 1,000 sq. feet","Retail Space, Storefront",,,,"Running Water",,,"Serving Alcohol","Serving Food",,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,"High ceilings","Live/Work Space",,,,"78703","78731","78746",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"City of Austin Newsletters",
"10106866864","2018-07-11T12:44:10.000","2018-07-11T12:55:33.000",,,,,,,,,,,,,,,,,,,,"Performing/Theatre Arts",,,,,,,,,,"31","My work does not require designated space/I don't need a space","No","Not relevant to me/ I do not have a workspace separate from my home","Not relevant to me- I don't need a workspace","N/A","Not relevant to me/ I do not pay for a space",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,"Indoor Performance Space: Black Box/Flex Space  (i.e. no fixed seats)","Indoor Performance Space, Auditorium, Thrust Stage, Proscenium",,,"Fly System, Fly Space","Rehearsal Space, less than 1,000 sq. feet",,"Mirrors/mirrored wall",,,,"Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,"Commercial kitchen",,,"Projection, Movie Theater","Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,,,"Oversized Doors and/or Freight Elevator","Ramps/loading dock",,"Wheelchair accessibility",,,,,,"78723","78724","78702",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,"Canceled a performance or production","Stopped you from pursuing a specific job, contract, project, or commission",,"Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Receiving funding through the Cultural Funding Program",,,"City of Austin Newsletters",
"10106816572","2018-07-11T12:14:35.000","2018-07-11T12:29:05.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"50","I RENT studio or other work space separate from my home","No","$701- $1,000","Daily, less than 5 hours","78702","Increased by 6-10%",,,,,"Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources","Share/Sublet my studio part time when I am not using it",,,,,,,,,,,,"Exhibition, Gallery Space, more than 1,000 sq. feet",,,,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,,,,,,,,,"High ceilings",,,,,"78702","78722","78723",,,,,,"Paid for space you could not afford","Been forced to close and/or discontinue your creative practice",,,,,"I do not utilize any of the above City services",,,"Other (please specify)","Received email"
"10106797830","2018-07-11T12:04:14.000","2018-07-11T12:09:22.000","Animation",,,,,,,"Folk and Traditional Art",,,,,,,,,,"New Media, Tech, Digital Arts",,,,,,,,,,,,"85","I don't currently have the space I need for my art or creative work","No","$150- $300","Daily, 5 or more hours","78704","Increased by 6-10%",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,,,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces","Light Industrial Workshop (mechanical equipment, flammable materials, ventilation)",,,"Photo Studio","Soundproofing, Recording Studio",,,,,,,,,,"78702","78722","78704","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission","Paid for space you could not afford",,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"I do not utilize any of the above City services",,,"Word of mouth",
"10106607213","2018-07-11T10:24:55.000","2018-07-11T10:28:08.000",,,,,,,,,,,,,,,,,,,,,"Photography",,,,,,,,,"99","My work does not require designated space/I don't need a space","I don't need a workspace/Not relevant to me.","Not relevant to me/ I do not have a workspace separate from my home","Not relevant to me- I don't need a workspace","78704","Increased by 6-10%",,,"Work at home in a private workspace within my home",,,,,,,,,,,,,,,,,,,,"Air-Conditioned Storage Space",,,,,"Serving Alcohol",,,,,,,,,,,"Photo Studio",,,,,,,,,,,"78704","78702","78745",,,"Considered permanently leaving Austin for another city or state",,,,,,,,,"I do not utilize any of the above City services",,,"Saw it posted on Facebook",
"10106560003","2018-07-11T09:50:48.000","2018-07-11T10:07:34.000",,,,,,,,"Folk and Traditional Art",,,"Graphic Design",,,,,,,"New Media, Tech, Digital Arts","Painting, Illustration",,,,,"Sculpture","Textile/Fiber Arts",,,,,"0","I OWN my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","Don't know","Not relevant to me/ I do not have a workspace separate from my home","Weekly, at least a few days/hours a week","78758","Not relevant to me/ I do not pay for a space",,,"Work at home in a private workspace within my home",,"Work in a private workspace, but in a larger complex with other artists","Rent workspace on a temporary, as needed basis (by the hour or day)",,,,,,,,,,,,,,,"Retail Space, Storefront","Classroom, teaching space","Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace","Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,,,,,"High ceilings",,,,,"78758","78757","78705",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)","Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,"Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,,"Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10106483074","2018-07-11T09:22:39.000","2018-07-11T09:25:22.000",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodworking",,,"90","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, 5 or more hours","na","Not relevant to me/ I do not pay for a space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10106462107","2018-07-11T09:11:46.000","2018-07-11T09:18:50.000",,,,,,,,,,,,,,,,,,,,,,,,"Sculpture",,,,,,"9","I don't currently have the space I need for my art or creative work","No","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","N/A","Not relevant to me/ I do not pay for a space",,,,"Have workspace and living space within a larger complex of studios and residences","Work in a private workspace, but in a larger complex with other artists",,"Coworking/shared maker space with access to a shared space with craft/discipline specific shared tools and resources",,,,,,,,,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,"Air-Conditioned Storage Space",,,,,,,,,,,,"Multiple Artist Workspaces",,"Ceramics Studio, Kiln",,,,,,,,,"Live/Work Space",,,,"78705","78702","78703",,,"Considered permanently leaving Austin for another city or state",,"Stopped you from pursuing a specific job, contract, project, or commission",,,,,,,"Professional development workshops or events for creatives and artists",,,"City of Austin Newsletters",
"10106451121","2018-07-11T09:05:53.000","2018-07-11T09:13:39.000",,,,,,,,,,,,,,,,,,,"Painting, Illustration",,,,,,,,,,,"4","I OWN studio or other work space separate from my home","Yes","$1,001 - $1,500","Weekly, at least a few days/hours a week","78602","Stayed the same",,,,,"Work in a private workspace, but in a larger complex with other artists",,,,,,,,,,,,,,,,,,"Air-Conditioned Storage Space",,"Running Water",,,,,,,,,"Individual Artist Workspace",,,,,,,,,,,,,,,,"78723","78752","78722","Used a space beyond the Austin city limits","Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,,,,,,"Location keeps me from painting daily due to distance.","Other (please specify)","Exhibits at Old Bakery and ABIA",,"City of Austin Newsletters",
"10106276938","2018-07-11T07:28:56.000","2018-07-11T09:50:06.000",,,,,,"Fashion Design",,,,,,,,"Jewelry Design",,,,,,,,,,,"Textile/Fiber Arts",,,,"Crafts of many natures","50","I RENT my home and have space within my home that I use for creative work (including home studios separate from living areas, e.g. granny flat, garage studio, etc.)","I don't need a workspace/Not relevant to me.","Not relevant to me/ I do not have a workspace separate from my home","Daily, less than 5 hours","78752","Increased by 5% or less",,,"Work at home in a private workspace within my home",,,"Rent workspace on a temporary, as needed basis (by the hour or day)",,,,"I ‘manufacture’ the items I sell at home and does not cost since the rent is a given and outside of my rent which I would pay and using it won’t increase the cost other then what is usually assumed as a rent increase when signing a new lease. Having locations in which people can sell their items at different venues within the city would not enable me to make a living wage. Venues such as the Asian Center, Mexican Heritage Center and Palmer Auditorium would not only be available on a regular basis but cost more for many multiple vendors to use. The ability to be able to sell or perform to have enough revenue to make a living need to be where there is the same amount of foot traffic on a consistent basis and visible to tourists. For the most part tourists will want to stay in areas where there is a larger variety of places to visit in a single area that is easily accessible and in the same proximality not to spend additional time and increased cost going to a location where artisans gather. The ability to set up as street vendors in areas such as Congress and South Congress on a regular basis each weekend and even during the week not only will be visible for tourists who spend money, also to Austinites who go to businesses in the entertainment districts. As it is now, businesses have issues with vendors that are allowed to set up only for special events like the Pecan Festival cost do not meet the revenue made in one weekend. Allowing vendors to use sidewalks along the businesses on a regular basis would provide the ability to increase sales. I also think that reducing the amount of traffic lanes and using one or two to be dedicated to vendors would allow more business for them as the foot traffic in the area id the busiest in Austin. 99% of artisians need additional space to work outside of their home. Space for musicians to practice can be obtained at low costs using businesses that rent out storage spaces if not located close to neighborhoods that would have issues with the loud music. To rent storage spaces are extremely cheat to use for space to work.",,,,"Outdoor Performance Space with amplified sound",,,,,"Exhibition, Gallery Space, less than 1,000 sq. feet",,,,,"Non-Air Conditioned Storage Space",,,,,,,,,,,,,,,,,,,,,,"Live/Work Space",,,"Space in front of existing businesses tha tattract the most tourists and Austinites for entertainment and handmade wares.","78701","78704","78705",,"Used a space that was not ideal for your needs (not the right size, lacking needed equipment, not located in your preferred region, etc.)",,,,"Paid for space you could not afford","Been forced to close and/or discontinue your creative practice","Stopped you from pursuing your creative practice professionally","Stopped you from expanding your operations",,"Actually size of space has not been an issue. I only require an area about 15' x 15' is required to display and sell items. The locations that provide activity is the issue that prevents the ability to make a living of the skills that I excel in.","Other (please specify)","Funding through Cultural Funding Program is not avialible to all who apply. And when funding is approved and provided it is inadequate to be an asset to Austin.",,"Other (please specify)","Austin Monitor"
