"asset_name","asset_type","asset_notes","live_music","event_venu","discipline","web_notes","website","council_district","coa_facility","mapkey","date_updat","map_list","source","location_1"
"São Paulo's","Restaurant","Restaurant","Live Music"," ","Music","Sao Paul is an award winning Brazilian and Tex-Mex restaurant in Austin that offers live music.","http://www.saopaulos.net/","9"," ","9521","2016","xy","TMO_16","2809 San Jacinto
Austin, TX 78705
(30.291611, -97.734951)"
"Sarah Williams Custom Jewelry","Business","Supplier, Retail"," "," ","Textile/Apparel"," "," ","10"," ","10074","2014","xy","SIAP","3317 Hancock Dr
Austin, TX 78731
(30.332134, -97.759115)"
"Satellite Bistro & Bar","Restaurant","Restaurant","Live Music"," ","Music","Live music Thursday through Saturday nights. Booking mainly jazz and western swing. Baby grand piano in the Michael Andrew lounge. Outdoor patio with a beautiful fireplace. Full bar open until 10:30pm.","http://www.satellitebistro.com/","8"," ","8156","2016","xy","TMO_16","5900 Slaughter Lane
Austin, TX 78749
(30.201845, -97.880479)"
"Sathya Sia Baba Center of Austin","House of Worship","House of Worship"," "," ","Multidisciplinary","Multifaith & Service Focus","http://houston.sairegion10.org/sai-centers/austin-sai-center/","9"," ","9655","2016","xy","CAMP Kit D10","4110 Guadalupe St
Austin, TX 78751
(30.307009, -97.735531)"
"Save Austins Cemeteries","Organization","Historical Societies & Historic Preservation"," "," ","Other","Preserve historic cemeteries as cultural resources","http://www.sachome.org","0"," ","554","2014","list","SIAP","110 Cloudview Dr
Austin, TX 78761
(0.0, 0.0)"
"Saxon Pub","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music"," "," ","5"," ","5001","2014","xy","SIAP","1320 S Lamar Blvd
Austin, TX 0
(30.253606, -97.763464)"
"Summit Professional Networks","Business","Book Publishers"," "," ","Literary Arts"," "," ","8"," ","8086","2014","xy","SIAP","1114 Lost Creek Blvd
Austin, TX 78746
(30.283471, -97.826503)"
"Saxon Pub at Austin Bergstrom International Airport","Restaurant","Airport Venue","Live Music"," ","Music","The Saxon Pub at Austin Bergstrom International Airport features a wide variety of live music Monday thru Friday from 3pm - 5pm. We operate seven days per week and most genres of music are performed. We book Austin artists only. In-house P.A. and sound s","http://www.austintexas.gov/department/music-air-0","2"," ","2009","2016","xy","TMO_16","3600 Presidential
Austin, TX 78719
(30.202149, -97.666829)"
"Scarlet Woman Lodge","Organization","Societies, Alliances, Professional Associations"," "," ","Other","Scarlet Woman Lodge—founded in 1993 and located in the Valley of Austin Texas—is a local body of Ordo Templi Orientis (O.T.O.) under charter from U.S. Grand Lodge","http://scarletwoman-oto.org/","3"," ","3280","2016","addrs","D4 Meeting","1514 Ed Bluestein Blvd
Austin, TX 78721
(30.256938, -97.677158)"
"Scenario Thirteen Video","Business","Service & Support Business"," "," ","Film/TV/Media"," "," ","7"," ","7267","2014","xy","SIAP","3300 Duval Rd
Austin, TX 78759
(30.410705, -97.717559)"
"Schnauzer at the Door by Phillip Wade","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","1","COA","1317","2016","xy","AIPP","601 E 15th St
Austin, TX 78701
(30.274264, -97.734645)"
"Scholtz Garten, Austin Saengerrunde Halle","Restaurant","Restaurant","Live Music"," ","Music","As early as 1852, German settlers in the Austin area hadformed a singing group. On February 8, 1879, they officially organized as a singing society bearing the name ""Saengerrunde"". In the early 1900s, the Saengerrunde purchased their current property inc","http://www.saengerrunde.org","1"," ","1036","2014","xy","SIAP","1607 San Jacinto Blvd
Austin, TX 78701
(30.277189, -97.736423)"
"School Of Indian Percussion And Music","Education","Education, Creative Learning, Professional Development"," "," ","Music"," "," ","10"," ","10132","2014","xy","SIAP","7800 High Hollow Dr
Austin, TX 78750
(30.390172, -97.804463)"
"School Of Rock Austin (Paul Green)","Education","Education, Creative Learning, Professional Development"," "," ","Music"," "," ","0"," ","324","2014","xy","SIAP","13803 Dragline Dr
Austin, TX 78728
(30.431266, -97.682786)"
"School Of Rock Austin (Paul Green)","Education","Education, Creative Learning, Professional Development"," "," ","Music"," "," ","7"," ","7205","2014","xy","SIAP","2255 W Anderson Ln
Austin, TX 78757
(30.355696, -97.730596)"
"Scientific Anomaly Archives","Gallery/ Museum","Gallery/ Museum"," "," ","Other"," "," ","6"," ","6138","2014","xy","SIAP","12593 Research Blvd
Austin, TX 78759
(30.43079, -97.761023)"
"Scofield Design & Animation","Business","Video Production"," "," ","Film/TV/Media"," ","http://www.scofield.tv/","9"," ","9564","2016","xy","SIAP","3105 Robinson Ave
Austin, TX 78722
(30.288017, -97.722022)"
"Scoot Inn and Bier Garten","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","The Scoot is the oldest continuously running beer joint in central Texas. In the olden days weary pioneers would roll their wagons into the Scoot ""drive in"" for a jug of beer, rations and perhaps some ice when available. Now we have plenty of ice, a grea","http://scootinnaustin.com/","3"," ","3048","2016","addrs","TMO_16","1308 E 4th St
Austin, TX 78702
(30.262347, -97.729701)"
"Scottish Rite Theater","Theater","Black Box/ Flex Space"," "," ","Theater Arts","The Scottish Rite Bodies of Austin are located at the historic Scottish Rite Theatre and Temple, across the street from the Bob Bullock Texas State History Museum in Austin's historic Capital District.  Since construction in 1869, the building has enjoye","www.scottishritetheater.org","1"," ","1038","2014","xy","SIAP","207 W 18Th St
Austin, TX 78701
(30.279799, -97.740006)"
"Scribe Graphics Screen Print","Business","Screen Printing"," "," ","Graphic Design, Printmaking"," "," ","7"," ","7018","2014","xy","SIAP","13425 Equestrian Cv
Austin, TX 78727
(30.429602, -97.691724)"
"Scriptworks","Organization","Education, Creative Learning, Professional Development"," "," ","Theater Arts","collective support for playwrights, Austin Salon, readings, workshops","http://scriptworks.org","1"," ","1279","2014","xy","SIAP","2803 Manor Rd
Austin, TX 78766
(30.285026, -97.712128)"
"Sea Of Beads","Business","Supplier, Retail"," "," ","Craft/Design"," "," ","7"," ","7153","2014","xy","SIAP","2438 W Anderson Ln
Austin, TX 78757
(30.356846, -97.731565)"
"Sea of Knowledge by Kathleen Ash","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","7","COA","7304","2016","xy","AIPP","8218 Burnet Rd
Austin, TX 78757
(30.362139, -97.730643)"
"Seaholm Power Plant","Landmark","Landmark"," "," ","Other","Come and visit the Seaholm Power Plant in Downtown Austin."," ","9"," ","9008","2016","xy","NPA_ven","800 West Cesar Chavez
Austin, TX 0
(30.266584, -97.752662)"
"SoCo Industrial Arts Studios","Creative Workspace","Studio Complex"," "," ","Multidisciplinary"," ","socoia.com","3"," ","3233","2016","xy","WEST_16","209 E Ben White Blvd
Austin, TX 78704
(30.222739, -97.763072)"
"Second Youth Family Theatre","Organization","Theater Company"," "," ","Theater Arts","Founded in 1991, Second Youth Family Theatre is a non-profit corporation that features theatre productions for everyone in the family as well as arts education programs for the resident of Austin and surrounding communities.  Since its incorporation in 2","http://www.secondyouth.com","0"," ","527","2016","list","NPA_org","
Austin, TX 78755
(0.0, 0.0)"
"Secondhand Theatre","Organization","Theater Company"," "," ","Theater Arts","A company of six Masters of Fine Arts actors from the University of Texas."," ","0"," ","506","2016","list","NPA_org","
Austin, TX 78751
(0.0, 0.0)"
"Sector Supply","Business","Supplier, Retail"," "," ","Craft/Design"," "," ","7"," ","7236","2014","xy","SIAP","2525 Kramer Ln
Austin, TX 78758
(30.393687, -97.717846)"
"Sedona Lake by Lawrence Jolly","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","9","COA","9773","2016","xy","AIPP","331-357 W Willie Nelson Blvd
Austin, TX 78701
(30.264896, -97.747196)"
"Shawn Kennedy Photography","Business","Photographer/ Photo Studio"," "," ","Photography"," "," ","6"," ","6037","2014","xy","SIAP","5102 Hereford Way
Austin, TX 78727
(30.424906, -97.733505)"
"Seeding Time by Nobuho Nagasawa","Public Art","Art in Public Places Commission"," "," ","Visual Arts","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","9","COA","9774","2016","xy","AIPP","331-357 W Willie Nelson Blvd
Austin, TX 78701
(30.264896, -97.747196)"
"Sekrit Theater","Theater","Amphitheater","Live Music"," ","Theater Arts"," "," ","3"," ","3278","2016","addrs","D9 Meeting","1145 Perry Rd
Austin, TX 78721
(30.259247, -97.683826)"
"Select Source","Business","Commercial Printing"," "," ","Graphic Design, Printmaking"," "," ","7"," ","7237","2014","xy","SIAP","9415 Burnet Rd
Austin, TX 78758
(30.376214, -97.725381)"
"Sellar Door Studios","Business","Recording Studio"," "," ","Multidisciplinary"," "," ","0"," ","366","2014","list","SIAP","
Austin, TX 78734
(0.0, 0.0)"
"Semiprecious.Com","Business","Supplier, Retail"," "," ","Textile/Apparel"," "," ","3"," ","3319","2014","xy","SIAP","1512 Anise Dr
Austin, TX 78741
(30.224926, -97.693133)"
"Sending Solidarity","Organization","Community Development & Charitable Giving"," "," ","Literary Arts","Sending Solidarity educates and empowers juveniles incarcerated in adult institutions by providing them literature, an outlet for creative writing and arts, and fosters connection between the community and the incarcerated.","http://www.sendingsolidarity.org/?page_id=23","1"," ","1119","2014","xy","SIAP","3121 E 12Th St
Austin, TX 78702
(30.276343, -97.701969)"
"Sento Design","Business","Graphic Design Services"," "," ","Graphic Design, Printmaking"," "," ","9"," ","9306","2014","xy","SIAP","1603 W 6Th St
Austin, TX 78703
(30.274628, -97.762878)"
"Seo & Video Marketing","Business","Service & Support Business"," "," ","Theater Arts"," "," ","9"," ","9307","2014","xy","SIAP","1505 W 6Th St
Austin, TX 78703
(30.274255, -97.761944)"
"Serb National Federation","Organization","Cultural Heritage, Ethnicity, and Religious Groups"," "," ","Other","Serbian community service, preserve culture","http://www.snflife.org","8"," ","8095","2014","xy","SIAP","1001 Mopac Circle
Austin, TX 78746
(30.265953, -97.783739)"
"Serie Project","Organization","Community Development & Charitable Giving"," "," ","Visual Arts","The Serie Project, Inc. is a non-profit Latino arts organization that produces, promotes, and exhibits silkscreen works by established and emerging artists.  A collaborative workshop format is the setting used to foster diverse artists' development and c","http://www.serieproject.org","3"," ","3333","2014","xy","SIAP","6601 Felix Ave
Austin, TX 78741
(30.233475, -97.693969)"
"Sew Much More","Business","Supplier, Retail"," "," ","Textile/Apparel"," "," ","7"," ","7154","2014","xy","SIAP","3010 West Anderson Rd
Austin, TX 78757
(30.360736, -97.739427)"
"SFC Farmers' Market","Event/ Festival","Event/ Festival","Live Music"," ","Music","SFC Farmers' Market has live music at three sites, Downtown (4th & Guadalupe) on Saturday; Sunset Valley (3200 Jones Road) on Saturday: and The Triangle (4600 Lamar) on Wednesday.  Enjoy cafe or lawn seating and quick, read-to-eat meals while listening t","http://www.sfcfarmersmarket.org/","1"," ","1198","2016","xy","TMO_16","1106 Clayton Ln.
Austin, TX 78723
(30.319252, -97.70033)"
"Shady Grove","Restaurant","Restaurant","Live Music"," ","Music","Shady Grove reflects Austin's appreciation of the outdoors and entertainment. Reminiscent of long summer nights at the drive in, the restaurant's Starlight Theater features Hitchcock classics, old westerns, sci-fi flicks and beach movies. These great mov","http://www.theshadygrove.com","5"," ","5108","2016","xy","TMO_16","1624 Barton Springs Road
Austin, TX 78704
(30.262826, -97.762016)"
"Shady Lane Studios","Creative Workspace","Studio Complex"," "," ","Multidisciplinary"," "," ","3"," ","3393","2016","xy","Srempe","1109 shady lane
Austin, TX 78721
(30.260457, -97.692504)"
"Soco Womens Chorus","Organization","Band, Musical Group, Ensemble"," "," ","Music"," "," ","0"," ","181","2014","list","SIAP","
Austin, TX 78704
(0.0, 0.0)"
"Shakespeare at Winedale","Organization","Theater Company"," "," ","Theater Arts","Shakespeare at Winedale is a University of Texas program dedicated to bringing Shakespeare to life through performance.  Founded by Professor James B. Ayres on the belief that the best way to study Shakespeare's plays is to perform them, Shakespeare at W","http://www.shakespeare-winedale.org","9"," ","9542","2016","xy","NPA_org","1 University Station B5000
Austin, TX 78712
(30.286654, -97.739023)"
"Shakespeare's Pub","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","The Shakespeare Pub & Grill was established in 1990 with the atmosphere of a local British pub that was easy to find with a good selction of beer, a place to meet  interesting people, to have a bite to eat, and not to break into a sweat when the check ar","http://www.shakespearepub.com","9"," ","9087","2016","xy","NPA_ven","314 East 6Th Street
Austin, TX 78701
(30.267599, -97.740097)"
"Shangri-La","Bar/Club/Venue","Bar/Club/Venue","Live Music"," ","Music","Shangri-La is equal parts dive bar, cocktail lounge and beer garden; the perfect destination for a night out with friends, a special event, an awkward first date or even drinking alone while you contemplate the complexities of the human condition. Live m","http://shangrilaaustin.com/","3"," ","3085","2016","xy","TMO_16","1016 East Sixth Street
Austin, TX 78702
(30.264925, -97.731642)"
"Shard Live Performance Collective","Organization","Theater Company"," "," ","Theater Arts","Founded in 1999, Shard Live Performance Collective has been featuring theatrical productions of social and cultural significance.  Shard is committed to expanding cultural tolerance and awareness is evidenced by past shows including Danny Hoch's Jails","http://www.shardlpc.org","0"," ","199","2016","list","NPA_org","
Austin, TX 78704
(0.0, 0.0)"
